Date,Item,Material,Supplier,Cost Price,Sale Price,Quantity_Sold,Stock_Level,Fabric_Category
2018-11-16,Cotton saree,Wool,Shree fabrics,398.32,591.9,415,6,Seasonal
2016-11-29,Jacket,Silk,Vasanth textiles,156.03,219.13,168,41,Seasonal
2018-03-06,Skirt,Silk,Emco textiles,394.51,442.7,393,8,Casual
2022-02-04,T-shirt,Wool,Shree Ram textiles,825.9,1238.23,56,37,Festive
2018-06-11,Jacket,Cotton,Shree Ram textiles,213.17,248.36,153,83,Workwear
2016-12-24,Saree,Cotton,Shree Ram textiles,545.64,777.83,105,13,Workwear
2021-10-21,T-shirt,Polyester,Emco textiles,648.28,868.11,159,153,Seasonal
2020-06-28,Pants,Cotton,Shree Ram textiles,740.01,938.37,145,108,Seasonal
2021-02-16,Churidhar,Wool,Shree fabrics,199.89,269.21,206,6,Casual
2021-06-11,Saree,Linen,Emco textiles,490.54,658.84,356,135,Seasonal
2018-03-20,Churidhar,Linen,Emco textiles,957.82,1372.65,207,6,Seasonal
2018-12-28,Pants,Silk,Shree Ram textiles,34.23,45.25,399,139,Festive
2019-06-17,Pants,Wool,Sri Lakshmi silks,30.25,41.16,279,60,Casual
2017-05-11,Pants,Linen,Vasanth textiles,102.4,145.55,186,74,Festive
2018-06-07,T-shirt,Linen,Vasanth textiles,587.36,862.88,156,179,Formal
2018-02-10,Blouse piece,Silk,Sri Lakshmi silks,105.55,148.77,57,104,Seasonal
2022-06-20,Lungi,Cotton,Shree fabrics,178.82,215.67,308,91,Festive
2022-10-19,Blouse piece,Silk,Shree Ram textiles,896.64,1266.57,155,78,Casual
2019-12-20,Lungi,Linen,Vasanth textiles,286.49,380.48,300,136,Casual
2020-12-20,Pants,Cotton,Shree fabrics,51.92,77.08,277,126,Seasonal
2017-09-20,Blouse piece,Polyester,Sri Lakshmi silks,537.21,760.71,258,77,Casual
2018-04-17,Pants,Silk,Vasanth textiles,487.72,626.8,331,108,Workwear
2022-08-08,Jacket,Wool,Shree fabrics,386.09,478.02,301,102,Workwear
2017-07-31,Cotton saree,Silk,Shree Ram textiles,97.14,141.38,131,68,Workwear
2021-01-10,Churidhar,Polyester,Vasanth textiles,343.96,495.24,95,146,Seasonal
2020-04-29,Lungi,Cotton,Shree fabrics,981.06,1284.14,221,35,Casual
2022-09-09,Blouse piece,Wool,Vasanth textiles,751.47,971.84,137,34,Formal
2017-07-31,Shirt,Polyester,Shree fabrics,120.08,145.57,214,197,Workwear
2021-09-17,Cotton saree,Wool,Vasanth textiles,721.06,947.53,309,176,Formal
2018-09-26,Skirt,Polyester,Shree Ram textiles,184.94,250.85,299,76,Workwear
2022-01-04,Skirt,Polyester,Emco textiles,477.72,697.59,70,43,Formal
2021-02-24,Cotton saree,Silk,Shree fabrics,866.29,1127.99,62,62,Festive
2022-07-06,Shirt,Linen,Emco textiles,828.74,916.96,264,72,Casual
2017-09-23,Jacket,Cotton,Sri Lakshmi silks,512.73,748.74,193,49,Casual
2018-10-21,Lungi,Wool,Sri Lakshmi silks,340.1,437.79,212,175,Seasonal
2020-01-02,Pants,Wool,Vasanth textiles,486.21,607.29,135,122,Workwear
2017-07-15,Jacket,Silk,Emco textiles,133.5,187.92,62,23,Workwear
2019-02-04,Blouse piece,Wool,Vasanth textiles,291.66,385.48,247,16,Festive
2020-01-12,Jacket,Linen,Sri Lakshmi silks,392.48,481.39,450,71,Festive
2016-07-20,Churidhar,Linen,Sri Lakshmi silks,239.38,334.98,156,45,Casual
2019-06-15,Skirt,Linen,Vasanth textiles,609.01,885.77,318,10,Festive
2019-10-15,Churidhar,Wool,Shree Ram textiles,537.26,688.15,358,146,Formal
2019-08-10,T-shirt,Silk,Shree fabrics,892.52,1198.69,494,41,Formal
2022-02-10,Cotton saree,Cotton,Sri Lakshmi silks,458.47,551.77,227,110,Formal
2017-01-12,Saree,Cotton,Shree Ram textiles,517.24,742.11,266,182,Workwear
2022-10-15,Pants,Polyester,Vasanth textiles,945.95,1181.26,337,156,Festive
2022-02-13,Skirt,Silk,Shree fabrics,619.54,699.2,174,157,Casual
2019-03-23,T-shirt,Polyester,Emco textiles,546.61,633.53,105,159,Formal
2018-03-18,Cotton saree,Polyester,Shree fabrics,824.57,999.91,403,2,Casual
2020-02-16,Shirt,Wool,Sri Lakshmi silks,381.71,494.18,100,99,Casual
2017-05-15,Pants,Linen,Shree fabrics,636.47,756.8,283,125,Seasonal
2018-06-13,Lungi,Polyester,Shree fabrics,494.05,623.75,430,175,Festive
2020-12-17,Saree,Wool,Shree Ram textiles,174.91,216.16,378,97,Seasonal
2020-10-25,Shirt,Linen,Sri Lakshmi silks,579.83,765.52,220,125,Seasonal
2020-07-02,T-shirt,Linen,Shree Ram textiles,488.93,605.79,486,36,Workwear
2018-07-05,Lungi,Polyester,Vasanth textiles,647.01,749.25,224,65,Festive
2016-05-31,Lungi,Polyester,Vasanth textiles,788.17,980.39,256,17,Seasonal
2021-05-01,Shirt,Linen,Vasanth textiles,223.81,322.64,263,3,Casual
2017-11-30,T-shirt,Polyester,Vasanth textiles,948.59,1380.58,210,16,Seasonal
2016-08-15,Shirt,Cotton,Shree Ram textiles,198.36,233.97,268,77,Workwear
2019-06-25,Blouse piece,Wool,Shree fabrics,171.34,244.75,241,162,Seasonal
2019-05-27,Saree,Linen,Emco textiles,505.21,743.78,135,8,Workwear
2020-06-27,Saree,Wool,Sri Lakshmi silks,756.84,928.6,334,70,Festive
2019-03-31,Cotton saree,Wool,Shree Ram textiles,110.34,148.75,439,149,Seasonal
2017-01-05,Shirt,Linen,Emco textiles,995.71,1389.19,223,89,Seasonal
2022-10-01,Shirt,Cotton,Shree Ram textiles,717.69,886.57,320,98,Formal
2022-09-23,Skirt,Wool,Sri Lakshmi silks,347.78,445.38,44,17,Casual
2016-05-08,Shirt,Silk,Vasanth textiles,917.6,1217.44,112,130,Seasonal
2021-09-09,Skirt,Linen,Vasanth textiles,815.54,971.78,315,188,Workwear
2016-02-14,T-shirt,Linen,Emco textiles,631.95,736.28,90,20,Formal
2019-11-07,Saree,Linen,Emco textiles,215.24,243.89,356,60,Casual
2020-03-26,T-shirt,Wool,Sri Lakshmi silks,391.91,433.03,472,72,Casual
2019-02-27,Shirt,Linen,Vasanth textiles,530.05,681.8,118,120,Festive
2022-09-10,Jacket,Wool,Emco textiles,82.14,94.3,266,66,Workwear
2022-05-09,T-shirt,Cotton,Shree Ram textiles,572.64,798.06,76,97,Formal
2020-10-19,Lungi,Cotton,Sri Lakshmi silks,248.83,369.88,346,10,Casual
2016-08-23,Pants,Wool,Shree Ram textiles,483.71,684.24,55,36,Festive
2020-07-23,Churidhar,Wool,Vasanth textiles,78.12,95.94,231,193,Seasonal
2016-10-10,Shirt,Linen,Shree fabrics,794.71,1154.79,245,186,Workwear
2017-07-01,T-shirt,Polyester,Emco textiles,109.95,147.86,338,46,Workwear
2022-10-02,Skirt,Wool,Shree fabrics,857.7,999.12,253,4,Formal
2017-04-19,T-shirt,Cotton,Shree fabrics,108.48,129.25,115,130,Workwear
2017-02-12,Lungi,Silk,Sri Lakshmi silks,87.66,104.42,468,186,Workwear
2020-11-26,Skirt,Cotton,Emco textiles,683.71,923.26,21,9,Casual
2017-06-20,Pants,Wool,Shree Ram textiles,691.5,971.19,210,168,Workwear
2018-02-27,Pants,Cotton,Vasanth textiles,697.77,860.64,418,71,Seasonal
2016-06-23,Churidhar,Silk,Shree Ram textiles,441.29,595.56,84,135,Festive
2019-11-05,Blouse piece,Polyester,Vasanth textiles,491.67,676.62,58,31,Workwear
2018-02-17,Jacket,Polyester,Emco textiles,168.31,205.52,318,190,Casual
2019-01-28,Shirt,Linen,Vasanth textiles,694.3,765.42,241,180,Workwear
2017-07-16,T-shirt,Linen,Vasanth textiles,383.15,499.77,491,113,Casual
2016-08-20,Blouse piece,Silk,Shree fabrics,91.33,135.73,296,38,Workwear
2018-05-17,Pants,Silk,Sri Lakshmi silks,73.42,109.19,229,144,Festive
2021-06-04,T-shirt,Wool,Shree fabrics,206.59,286.12,115,196,Formal
2021-02-21,Blouse piece,Wool,Vasanth textiles,385.84,485.41,198,95,Seasonal
2022-01-03,Jacket,Polyester,Emco textiles,497.94,626.37,66,193,Seasonal
2020-08-12,Churidhar,Silk,Shree fabrics,922.19,1144.98,42,41,Casual
2021-12-08,Jacket,Linen,Shree Ram textiles,634.03,752.46,475,60,Casual
2018-09-17,Pants,Silk,Vasanth textiles,260.99,347.42,275,20,Casual
2019-11-10,Skirt,Polyester,Shree fabrics,406.37,497.17,369,31,Casual
2020-05-14,Saree,Silk,Sri Lakshmi silks,44.68,64.52,440,6,Casual
2016-11-27,Lungi,Wool,Emco textiles,561.25,785.34,34,183,Formal
2018-09-03,Jacket,Cotton,Sri Lakshmi silks,991.67,1151.4,127,157,Festive
2018-03-27,Pants,Silk,Vasanth textiles,726.02,1076.79,37,128,Workwear
2017-01-28,Cotton saree,Cotton,Emco textiles,989.14,1232.9,195,54,Seasonal
2016-10-01,Lungi,Wool,Shree fabrics,876.29,1161.71,270,107,Festive
2020-06-20,Cotton saree,Cotton,Vasanth textiles,509.97,680.22,400,89,Festive
2020-05-04,Jacket,Cotton,Sri Lakshmi silks,586.32,784.78,417,188,Seasonal
2017-01-26,Skirt,Cotton,Vasanth textiles,297.86,446.63,447,136,Seasonal
2017-07-17,Lungi,Linen,Sri Lakshmi silks,295.41,361.86,93,156,Casual
2021-09-02,Saree,Silk,Emco textiles,307.72,461.46,170,156,Formal
2019-09-28,T-shirt,Polyester,Shree Ram textiles,450.04,564.72,360,162,Workwear
2019-05-07,T-shirt,Linen,Vasanth textiles,661.73,775.7,76,51,Workwear
2021-10-29,T-shirt,Polyester,Sri Lakshmi silks,247.0,317.4,103,159,Casual
2022-04-02,T-shirt,Linen,Sri Lakshmi silks,647.32,718.13,63,200,Workwear
2019-11-03,Blouse piece,Linen,Emco textiles,631.12,759.05,500,16,Workwear
2017-11-06,Saree,Cotton,Sri Lakshmi silks,841.26,1173.01,494,46,Seasonal
2018-09-06,T-shirt,Polyester,Shree Ram textiles,624.84,835.33,156,182,Festive
2022-09-07,Churidhar,Linen,Vasanth textiles,248.44,344.61,478,150,Festive
2017-05-18,Cotton saree,Silk,Shree Ram textiles,357.92,499.64,261,198,Workwear
2018-05-13,Churidhar,Wool,Sri Lakshmi silks,134.45,167.24,189,48,Workwear
2021-05-10,Cotton saree,Cotton,Emco textiles,690.16,1021.45,293,187,Seasonal
2021-02-13,Pants,Cotton,Emco textiles,360.42,488.57,42,179,Festive
2021-11-19,Skirt,Cotton,Shree Ram textiles,675.7,776.17,448,174,Festive
2016-07-05,Shirt,Wool,Sri Lakshmi silks,341.53,480.62,167,108,Workwear
2016-09-01,Churidhar,Polyester,Shree fabrics,901.17,1264.75,343,172,Festive
2020-04-21,Cotton saree,Silk,Emco textiles,943.88,1123.65,202,8,Formal
2022-11-01,Skirt,Polyester,Vasanth textiles,52.26,57.95,343,121,Workwear
2020-02-08,Skirt,Polyester,Vasanth textiles,415.36,580.08,40,91,Seasonal
2022-07-18,T-shirt,Linen,Emco textiles,866.45,954.26,49,85,Workwear
2017-06-28,Jacket,Cotton,Emco textiles,838.22,1016.48,401,92,Seasonal
2021-11-06,Skirt,Polyester,Vasanth textiles,114.27,143.97,352,98,Formal
2019-11-20,Shirt,Silk,Vasanth textiles,372.84,423.17,54,114,Formal
2022-05-09,Skirt,Polyester,Shree Ram textiles,781.13,1041.6,481,130,Workwear
2021-11-08,Jacket,Silk,Vasanth textiles,731.64,1012.2,439,81,Formal
2017-03-21,Saree,Polyester,Sri Lakshmi silks,233.49,295.94,65,193,Casual
2016-10-31,Pants,Cotton,Emco textiles,419.49,546.51,91,108,Casual
2016-06-22,T-shirt,Silk,Vasanth textiles,125.85,183.32,331,3,Workwear
2020-03-02,Lungi,Polyester,Sri Lakshmi silks,625.03,798.63,103,68,Workwear
2020-04-28,Jacket,Cotton,Sri Lakshmi silks,438.12,581.78,401,153,Formal
2016-07-26,T-shirt,Polyester,Shree Ram textiles,432.72,531.38,42,110,Seasonal
2018-08-11,Skirt,Cotton,Sri Lakshmi silks,409.68,553.74,102,66,Seasonal
2019-05-18,Lungi,Silk,Sri Lakshmi silks,886.28,1297.7,190,58,Festive
2020-08-02,Churidhar,Silk,Vasanth textiles,177.05,230.85,435,51,Festive
2022-10-22,Churidhar,Cotton,Shree fabrics,988.82,1302.65,327,119,Workwear
2017-03-15,Jacket,Cotton,Shree fabrics,192.34,274.17,89,140,Casual
2018-02-22,Blouse piece,Linen,Sri Lakshmi silks,297.47,410.43,45,178,Formal
2017-11-09,Skirt,Linen,Shree Ram textiles,123.28,170.05,410,15,Casual
2017-02-02,Shirt,Wool,Emco textiles,345.88,442.3,299,187,Casual
2020-08-04,Lungi,Cotton,Vasanth textiles,691.47,863.32,170,158,Seasonal
2022-10-13,Shirt,Wool,Vasanth textiles,36.42,47.19,150,136,Festive
2018-03-01,Pants,Silk,Vasanth textiles,293.49,372.67,317,41,Casual
2018-03-27,Jacket,Linen,Shree fabrics,309.7,409.08,111,30,Festive
2019-08-01,Pants,Linen,Vasanth textiles,618.92,785.62,294,161,Seasonal
2021-10-20,Skirt,Polyester,Shree Ram textiles,143.09,174.23,217,138,Formal
2020-11-05,Jacket,Polyester,Emco textiles,643.81,883.98,173,162,Festive
2017-09-11,Jacket,Linen,Emco textiles,631.51,701.9,176,153,Festive
2017-01-14,Churidhar,Wool,Shree Ram textiles,38.39,48.84,222,73,Seasonal
2017-05-05,Blouse piece,Silk,Emco textiles,742.78,902.74,23,98,Seasonal
2016-03-23,Shirt,Wool,Emco textiles,335.11,498.83,393,41,Seasonal
2022-02-10,Shirt,Wool,Emco textiles,249.7,331.09,110,88,Casual
2021-12-31,Skirt,Polyester,Vasanth textiles,324.18,398.43,146,174,Casual
2021-08-16,Skirt,Wool,Shree fabrics,265.73,353.09,425,188,Casual
2022-08-17,Pants,Polyester,Shree Ram textiles,25.85,36.7,201,143,Seasonal
2020-10-10,T-shirt,Cotton,Vasanth textiles,418.9,564.95,276,176,Formal
2018-08-20,Shirt,Silk,Emco textiles,338.4,426.69,464,138,Formal
2021-02-17,Saree,Wool,Shree fabrics,392.24,583.84,343,19,Formal
2017-12-14,Pants,Cotton,Shree fabrics,795.4,1121.77,113,120,Festive
2016-04-01,Churidhar,Polyester,Vasanth textiles,956.29,1088.82,315,1,Casual
2016-05-14,Shirt,Wool,Vasanth textiles,380.59,538.06,167,163,Seasonal
2019-02-11,Skirt,Wool,Shree Ram textiles,423.89,498.74,403,30,Formal
2022-02-22,Pants,Silk,Emco textiles,446.13,576.51,499,100,Festive
2018-11-07,Skirt,Cotton,Emco textiles,818.09,1097.09,333,27,Seasonal
2018-06-06,Blouse piece,Cotton,Shree fabrics,213.97,285.34,211,150,Seasonal
2016-02-25,Saree,Wool,Vasanth textiles,144.34,168.61,147,178,Workwear
2016-12-14,T-shirt,Linen,Shree Ram textiles,935.07,1219.78,119,151,Seasonal
2019-05-24,Churidhar,Silk,Shree Ram textiles,191.61,213.82,486,60,Formal
2017-06-19,Cotton saree,Cotton,Sri Lakshmi silks,485.95,653.81,371,136,Casual
2020-06-25,Lungi,Linen,Shree Ram textiles,946.54,1217.8,66,47,Workwear
2017-09-28,Saree,Linen,Vasanth textiles,236.17,314.57,243,8,Festive
2018-06-23,Lungi,Wool,Sri Lakshmi silks,195.46,216.08,105,63,Formal
2018-07-31,Pants,Silk,Emco textiles,999.84,1320.8,456,18,Casual
2018-12-09,Shirt,Silk,Emco textiles,684.75,886.89,388,80,Casual
2018-01-01,Skirt,Linen,Emco textiles,44.49,60.85,336,14,Formal
2022-10-01,Jacket,Polyester,Vasanth textiles,211.1,311.92,449,126,Casual
2019-03-13,Jacket,Polyester,Vasanth textiles,387.58,498.97,414,68,Workwear
2022-02-16,Skirt,Silk,Sri Lakshmi silks,964.51,1352.27,255,148,Seasonal
2017-01-18,Blouse piece,Linen,Emco textiles,827.88,1182.66,396,38,Seasonal
2019-07-02,Churidhar,Linen,Sri Lakshmi silks,726.74,1009.18,80,183,Workwear
2018-09-12,Jacket,Polyester,Shree fabrics,390.39,523.79,310,99,Festive
2019-12-30,Shirt,Linen,Emco textiles,497.46,689.78,331,141,Casual
2022-06-21,Cotton saree,Silk,Shree fabrics,261.79,340.68,45,79,Workwear
2022-08-18,Churidhar,Linen,Emco textiles,914.65,1325.78,259,129,Formal
2019-12-23,Shirt,Cotton,Shree fabrics,511.38,763.93,15,175,Festive
2017-07-05,T-shirt,Cotton,Shree fabrics,433.38,557.21,77,172,Seasonal
2018-01-23,Shirt,Linen,Sri Lakshmi silks,419.11,611.62,172,107,Workwear
2021-04-29,Pants,Wool,Shree fabrics,44.53,56.68,57,146,Seasonal
2019-07-04,Pants,Silk,Shree Ram textiles,536.19,703.06,350,29,Casual
2019-05-11,Blouse piece,Silk,Vasanth textiles,209.2,255.98,205,177,Formal
2019-06-14,T-shirt,Cotton,Sri Lakshmi silks,578.3,782.04,420,134,Workwear
2021-11-18,Churidhar,Polyester,Shree Ram textiles,285.78,418.46,335,100,Formal
2020-02-15,Shirt,Silk,Vasanth textiles,923.36,1061.0,48,123,Festive
2020-04-02,Cotton saree,Cotton,Shree Ram textiles,20.53,23.17,476,7,Casual
2017-04-28,Jacket,Linen,Shree fabrics,434.35,543.78,299,144,Casual
2017-02-19,Pants,Cotton,Shree Ram textiles,762.88,842.58,148,85,Casual
2019-12-17,Skirt,Polyester,Vasanth textiles,297.71,369.49,28,14,Seasonal
2020-09-02,T-shirt,Linen,Shree fabrics,750.25,994.86,267,84,Festive
2017-01-29,Churidhar,Linen,Shree fabrics,436.84,543.12,303,8,Workwear
2019-11-06,Lungi,Linen,Vasanth textiles,603.79,701.92,420,121,Workwear
2017-08-19,Lungi,Silk,Emco textiles,506.15,725.16,476,89,Formal
2022-02-19,Skirt,Linen,Emco textiles,347.2,500.99,311,124,Festive
2020-05-25,Blouse piece,Cotton,Vasanth textiles,204.65,297.61,346,156,Festive
2020-06-18,Skirt,Cotton,Shree Ram textiles,706.21,980.08,94,63,Seasonal
2017-03-09,Churidhar,Silk,Shree fabrics,231.0,291.29,360,193,Formal
2017-10-19,Shirt,Linen,Shree Ram textiles,465.46,548.63,446,85,Seasonal
2020-09-14,Pants,Wool,Sri Lakshmi silks,670.19,974.26,495,188,Workwear
2017-01-26,Skirt,Cotton,Vasanth textiles,587.55,822.05,431,23,Workwear
2019-05-11,Pants,Cotton,Shree fabrics,894.94,1012.17,181,147,Formal
2021-12-04,Skirt,Polyester,Vasanth textiles,703.0,1010.36,106,63,Casual
2018-07-02,Blouse piece,Polyester,Vasanth textiles,780.86,959.29,57,198,Seasonal
2016-10-04,Lungi,Silk,Shree Ram textiles,622.14,693.31,92,189,Casual
2020-10-25,Lungi,Polyester,Emco textiles,920.6,1080.04,226,183,Festive
2019-12-25,Blouse piece,Silk,Sri Lakshmi silks,173.36,248.29,212,117,Festive
2016-09-30,Cotton saree,Silk,Sri Lakshmi silks,824.29,1080.43,185,33,Casual
2018-06-08,Blouse piece,Wool,Shree Ram textiles,185.22,214.26,305,185,Workwear
2018-04-01,Churidhar,Polyester,Shree Ram textiles,431.91,626.83,391,83,Seasonal
2017-10-08,Cotton saree,Cotton,Shree Ram textiles,347.82,489.47,255,100,Casual
2018-11-16,Blouse piece,Polyester,Vasanth textiles,455.39,514.8,279,156,Casual
2020-05-17,Jacket,Wool,Shree Ram textiles,906.5,1284.65,20,162,Casual
2018-01-10,Jacket,Silk,Shree fabrics,111.66,131.56,366,127,Casual
2018-04-19,Cotton saree,Polyester,Shree Ram textiles,238.72,329.22,94,44,Workwear
2019-11-11,Jacket,Wool,Emco textiles,456.09,596.87,68,168,Formal
2019-11-24,Saree,Cotton,Emco textiles,421.06,535.37,158,103,Seasonal
2021-06-06,Blouse piece,Polyester,Emco textiles,765.48,904.17,493,71,Formal
2017-12-21,Saree,Linen,Sri Lakshmi silks,965.68,1212.22,242,156,Formal
2022-11-30,Blouse piece,Polyester,Shree Ram textiles,436.22,482.29,58,178,Seasonal
2022-09-06,Cotton saree,Polyester,Sri Lakshmi silks,476.43,691.38,220,160,Festive
2019-04-05,Blouse piece,Polyester,Shree Ram textiles,499.04,675.6,225,14,Casual
2021-06-05,Lungi,Wool,Emco textiles,193.62,222.84,55,134,Casual
2019-08-11,T-shirt,Silk,Shree Ram textiles,577.51,866.18,465,186,Casual
2018-01-17,Skirt,Cotton,Sri Lakshmi silks,546.54,647.63,89,123,Seasonal
2022-06-01,Saree,Silk,Sri Lakshmi silks,113.9,167.16,320,134,Formal
2021-09-10,Skirt,Wool,Shree Ram textiles,835.66,1188.82,357,2,Casual
2016-07-24,Saree,Linen,Shree fabrics,723.28,805.08,174,70,Casual
2018-08-03,Churidhar,Wool,Vasanth textiles,46.66,53.65,107,85,Formal
2022-09-29,T-shirt,Cotton,Shree Ram textiles,402.34,586.73,168,24,Workwear
2020-09-28,Saree,Linen,Vasanth textiles,31.07,46.37,495,45,Workwear
2018-09-05,Skirt,Polyester,Vasanth textiles,846.66,1050.27,354,67,Festive
2018-10-30,Cotton saree,Silk,Shree fabrics,291.07,396.48,56,85,Workwear
2021-01-02,Pants,Polyester,Shree Ram textiles,758.69,975.31,249,158,Formal
2022-03-15,Shirt,Silk,Shree fabrics,354.09,464.32,492,44,Workwear
2022-09-18,Skirt,Wool,Emco textiles,34.0,46.49,371,140,Casual
2016-05-15,Saree,Linen,Vasanth textiles,415.33,487.88,480,139,Casual
2019-12-02,Saree,Polyester,Vasanth textiles,227.96,275.12,75,170,Casual
2016-09-09,Jacket,Wool,Emco textiles,755.05,992.86,105,126,Seasonal
2018-01-04,Cotton saree,Silk,Shree Ram textiles,302.85,446.1,309,150,Casual
2019-12-03,T-shirt,Cotton,Shree Ram textiles,520.41,572.77,435,78,Casual
2017-05-11,Skirt,Silk,Vasanth textiles,173.88,219.5,451,198,Festive
2016-02-26,Churidhar,Linen,Sri Lakshmi silks,480.73,561.27,139,67,Casual
2022-08-02,Pants,Linen,Sri Lakshmi silks,497.16,626.34,259,80,Formal
2020-10-31,Cotton saree,Polyester,Emco textiles,314.53,409.48,471,6,Festive
2020-12-01,Cotton saree,Linen,Vasanth textiles,362.49,471.33,200,37,Festive
2018-10-16,Saree,Cotton,Emco textiles,375.39,487.66,359,28,Festive
2019-09-01,Skirt,Wool,Sri Lakshmi silks,731.47,818.08,324,109,Formal
2020-10-17,Saree,Silk,Shree Ram textiles,866.53,1168.6,120,167,Festive
2020-12-16,T-shirt,Linen,Vasanth textiles,590.52,664.37,126,55,Seasonal
2019-02-03,Shirt,Linen,Shree fabrics,227.05,298.56,223,145,Seasonal
2018-05-17,Jacket,Wool,Shree fabrics,368.49,409.68,437,170,Casual
2022-09-10,Pants,Cotton,Shree fabrics,61.47,89.17,312,87,Casual
2018-10-16,Churidhar,Silk,Sri Lakshmi silks,414.48,529.79,53,53,Formal
2020-09-10,Jacket,Wool,Emco textiles,284.09,394.95,15,42,Seasonal
2022-02-06,Jacket,Wool,Vasanth textiles,171.25,253.37,65,139,Formal
2016-10-25,Blouse piece,Polyester,Vasanth textiles,628.82,917.68,65,199,Formal
2016-04-13,Saree,Silk,Shree Ram textiles,846.09,950.83,373,194,Workwear
2019-03-02,Saree,Wool,Sri Lakshmi silks,780.09,883.19,442,15,Casual
2017-12-01,Churidhar,Wool,Shree Ram textiles,736.77,956.28,437,114,Seasonal
2017-08-24,Saree,Wool,Shree Ram textiles,674.03,808.43,37,16,Workwear
2017-07-27,Saree,Linen,Shree Ram textiles,858.94,1217.15,409,52,Formal
2021-04-05,Shirt,Polyester,Shree Ram textiles,97.44,128.71,237,156,Workwear
2017-06-03,Saree,Silk,Vasanth textiles,233.81,350.65,250,132,Seasonal
2016-03-03,Churidhar,Silk,Shree fabrics,576.97,695.43,249,181,Casual
2017-02-04,Blouse piece,Polyester,Sri Lakshmi silks,132.39,176.04,112,164,Festive
2017-04-18,Churidhar,Wool,Emco textiles,379.02,473.53,245,135,Casual
2020-10-22,Churidhar,Cotton,Emco textiles,284.87,377.83,353,156,Workwear
2018-06-22,Churidhar,Silk,Shree fabrics,797.71,1102.55,173,85,Workwear
2020-08-08,Shirt,Wool,Shree Ram textiles,960.42,1163.59,309,27,Casual
2017-03-29,Lungi,Cotton,Shree Ram textiles,637.28,805.13,494,34,Formal
2018-05-20,Blouse piece,Linen,Shree fabrics,165.12,225.63,331,135,Casual
2019-03-08,Blouse piece,Silk,Shree fabrics,941.01,1294.98,102,18,Seasonal
2017-09-10,Jacket,Silk,Emco textiles,854.2,1056.9,349,129,Casual
2018-12-20,Pants,Linen,Emco textiles,953.51,1377.04,85,9,Formal
2022-05-07,Pants,Wool,Shree fabrics,151.45,187.54,248,79,Formal
2016-06-13,Shirt,Silk,Shree fabrics,141.87,164.82,339,111,Seasonal
2021-12-15,Cotton saree,Silk,Shree Ram textiles,112.25,164.16,491,187,Casual
2022-12-05,Pants,Wool,Emco textiles,731.91,1092.98,99,52,Formal
2017-05-06,Saree,Polyester,Shree fabrics,177.34,208.23,457,40,Seasonal
2020-11-01,Lungi,Polyester,Vasanth textiles,449.88,561.71,460,200,Workwear
2017-04-17,Churidhar,Wool,Vasanth textiles,710.82,991.81,48,168,Casual
2018-06-04,Saree,Silk,Shree fabrics,235.68,330.45,222,57,Casual
2017-01-02,Churidhar,Wool,Sri Lakshmi silks,982.05,1153.01,21,14,Seasonal
2021-09-23,Lungi,Cotton,Emco textiles,161.79,209.26,255,190,Festive
2022-09-11,Lungi,Cotton,Vasanth textiles,346.19,476.82,338,84,Formal
2016-12-07,Blouse piece,Silk,Vasanth textiles,328.48,396.74,144,54,Formal
2020-08-14,Jacket,Cotton,Vasanth textiles,807.43,1026.34,265,161,Casual
2020-07-23,Saree,Silk,Shree Ram textiles,962.51,1403.1,156,99,Seasonal
2016-10-08,Blouse piece,Silk,Shree Ram textiles,824.54,1049.86,225,139,Festive
2021-12-22,Cotton saree,Silk,Vasanth textiles,137.24,157.14,169,123,Festive
2021-01-05,Blouse piece,Silk,Shree Ram textiles,327.36,419.34,497,23,Festive
2019-10-07,Jacket,Linen,Vasanth textiles,438.75,619.45,84,150,Festive
2021-05-01,Churidhar,Polyester,Sri Lakshmi silks,347.19,394.42,446,122,Seasonal
2021-08-08,Saree,Cotton,Shree fabrics,201.25,255.71,444,154,Festive
2021-10-04,Jacket,Wool,Vasanth textiles,828.1,1206.19,325,186,Workwear
2022-12-03,Lungi,Cotton,Sri Lakshmi silks,89.58,116.54,235,97,Casual
2017-03-11,Churidhar,Linen,Shree Ram textiles,159.51,194.9,133,45,Festive
2016-02-01,T-shirt,Polyester,Emco textiles,286.25,323.35,60,160,Workwear
2018-07-25,Saree,Linen,Emco textiles,390.61,510.66,276,168,Workwear
2022-04-03,Pants,Polyester,Emco textiles,587.98,840.52,223,103,Formal
2017-07-05,Shirt,Silk,Vasanth textiles,76.76,103.71,108,89,Formal
2021-08-22,Pants,Polyester,Emco textiles,446.74,631.23,469,197,Workwear
2021-08-04,Pants,Cotton,Vasanth textiles,67.55,83.15,457,14,Casual
2020-09-20,Jacket,Wool,Vasanth textiles,359.89,401.6,319,21,Festive
2016-05-29,Pants,Cotton,Sri Lakshmi silks,572.43,664.56,315,21,Seasonal
2022-08-04,Churidhar,Linen,Sri Lakshmi silks,731.61,828.65,154,147,Formal
2020-11-18,Lungi,Wool,Shree Ram textiles,442.45,579.35,215,195,Festive
2016-06-26,Churidhar,Linen,Emco textiles,817.2,1171.83,195,20,Workwear
2022-07-30,Shirt,Polyester,Vasanth textiles,360.11,474.17,109,23,Workwear
2017-07-14,Skirt,Cotton,Vasanth textiles,811.2,951.99,76,40,Formal
